village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
Yutzadavi,San Miguel Chicahua,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Yutzallo,San Miguel Chicahua,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Yutzateta,San Miguel Chicahua,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Yuzantico,San Miguel Chicahua,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Benito Juárez,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Colonia Lindavista,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
General Lázaro Cárdenas,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Ignacio Zaragoza,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Iturbide,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Jayucu,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Loma Nushiñu’u,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Lomas de Cocoyoc,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Los Pinos,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Madero (Francisco I. Madero),San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Mexicalcingo,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Miguel Hidalgo,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Morelos (José María Morelos),San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
San Miguel El Grande,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Vicente Guerrero,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Villa de Guadalupe Victoria,San Miguel El Grande,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Barrio de Santa Cruz,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Boquerón,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Cerro Verde,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
El Rosario,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
El Tejocote,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Encinal,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Loma del Modronio,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Peña Colorada,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
San Miguel Huautla,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Tepotzan,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Tierra Blanca,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Tierra Colorada,San Miguel Huautla,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco del noreste
Chidoco (Chidoco De Juárez),San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Colorado,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Fresno,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Manzanito,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Potrerito,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Temascal,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Guadalupe Victoria,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Brujería,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Pensamiento Liberal Mexicano,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río Minas (Río Minas Piedras),San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Río Morales (Barrio Río Morales),San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Miguel Peras,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Miguel Piedras,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Soledad Peras,San Miguel Peras,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Chidoco (Chidoco de Juárez),San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
El Fresno,San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
El Potrerito,San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
Guadalupe Victoria,San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
Río Minas (Río Minas Piedras),San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
San Miguel Piedras,San Miguel Piedras,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Miguel Piedras
Agua Ceniza,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Cerro Culebra,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Cerro Pelón,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Llano Nopal,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Palo Aguacate,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Palo Mora,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Peña Ardilla,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Peña Colorada,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
San Miguel Santa Flor,San Miguel Santa Flor,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Barrio de la Guadalupe,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Barrio de los Herrera,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
El Terrero,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
El Zapote,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
El Zapotillo,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
El Zopilote,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Florentino González,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Francisco Bermúdez Vielma,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
La Cañada del Marqués,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
La Catalina,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
La Esperanza (La Nueva Esperanza),San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Las Mercedes de León,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Nicasio Delgado Matías,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Puente de la Catalina,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
San Miguel Tlacamama,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Santa Elena,San Miguel Tlacamama,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Agua Buena,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Barrio Tierra Azul (Cuarta Sección),San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Colonia San Ramos (Colonia Reforma),San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Guadalupe Nucate,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
La Reforma,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Martín Sabinillo,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Miguel Tlacotepec,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Santiago Nuxaño,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Vista Hermosa,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Xinitioco,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
Yosondalla,San Miguel Tlacotepec,Oaxaca,tu’un da’vi,[tũʔũ ðaʔβi],mixteco del oeste alto
San Pablo Huitzo,San Pablo Huitzo,Oaxaca,tu’un ñudavi,[tũʔũ ɲudaβi],mixteco alto de Valles
Buena Vista la Paz,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Candelaria la Unión,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
El Porvenir,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Fortín Juárez,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Guadalupe Victoria,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Juquila Independencia,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Loma Snuviji,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
San Cristóbal Linda Vista,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
San Felipe Tindaco,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
San Isidro Allende,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
San Lucas Redención,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
San Pablo Tijaltepec,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Santo Domingo del Progreso,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Vista Hermosa,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Yucahua,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Yucutu,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Yutendoo,San Pablo Tijaltepec,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pablo Tijaltepec
Barrio Chico,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
Barrio Grande,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
Barrio San Nicolás,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
Cruz Colorada,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
La Guadalupe,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
La Palma,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
San Antonio Carrizo,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
San Martín Rancho Nuevo,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
San Pedro Atoyac,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
Zapote Blanco,San Pedro Atoyac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de costa central baja
Cañaltepec,San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
El Sabino,San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
San Juan Ixtaltepec,San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
San Pedro Coxcaltepec Cántaros,San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Yododeñe (San Isidro Yododeñe),San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
Yuchacoo,San Pedro Coxcaltepec Cántaros,Oaxaca,tu’un davi,[tũʔũ ðaβi],mixteco del este
La Concepción,San Pedro Ixtlahuaca,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Loma (Loma Grande),San Pedro Ixtlahuaca,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Verdura,San Pedro Ixtlahuaca,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma Bonita (Paraje Jaguey),San Pedro Ixtlahuaca,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Pedro Ixtlahuaca,San Pedro Ixtlahuaca,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Guerrero,San Pedro Jaltepetongo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
San Pedro Jaltepetongo,San Pedro Jaltepetongo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Veintiuno de Agosto,San Pedro Jaltepetongo,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Agua Dulce,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Barrio Grande,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Barrio Itundua,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Barrio Shuñuu,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Cerro Yucundoco,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Chuparrosa,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Cuadrilla Vieja,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
La Hierba Santa,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Limón Real,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Los Marcelo (Colonia los Marcelo),San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Minicuayo (Yucucuayo),San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Pozo Yutatoma (Barrio Ñundaso),San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Río Yutandua,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
San José Yutatuyaa (Yutatuyaa Jicayán),San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
San Juan Jicayán,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
San Marcos Coyul,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
San Pedro Jicayán,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Santiago Jicayán,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Tejería,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Tres Ríos,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Yutacoyo,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Yutandayoo,San Pedro Jicayán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Cerro de la Cruz,San Pedro Jocotipac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Loma del Calvario,San Pedro Jocotipac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Rancho Buenavista,San Pedro Jocotipac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
San Pedro Jocotipac,San Pedro Jocotipac,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada bajo
Asunción (Asunción Buenavista),San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
El Campo (Nunda Chiyi),San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
San Isidro,San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
San Pedro Mártir (Barrio San Pedro Mártir),San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
San Pedro Molinos,San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
Yuñuño,San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
Yuteyoo,San Pedro Molinos,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de San Pedro Molinos
San Pedro Tidaá,San Pedro Tidaá,Oaxaca,tnu’un dawi,[tnũʔũ ðawi],mixteco de San Pedro Tidaá
Yucutishia,San Pedro Tidaá,Oaxaca,tnu’un dawi,[tnũʔũ ðawi],mixteco de San Pedro Tidaá
El Molino,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
El Rosario,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Guadalupe Tixa,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
La Calera,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
San Felipe Ixtapa,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
San Francisco de Asís,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
San Miguel Tixa,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
San Pedro y San Pablo Teposcolula,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Santa Catarina Río Delgado,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Santo Tomás Tecolotitlán,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Yodonocuito,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Yucumesa,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Yucuninde,San Pedro y San Pablo Teposcolula,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Puente de Vigas,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Rancho Culebras,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San Francisco Huapanapa,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San Juan Yolotepec,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San Miguel Ixtapam,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San Pedro y San Pablo Tequixtepec,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Santa Catalina Chinango,San Pedro y San Pablo Tequixtepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Camotinchan,San Sebastián Ixcapa,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa noroeste
Cañada del Totomoxtle,San Sebastián Ixcapa,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa noroeste
Costatitlán (El Limón),San Sebastián Ixcapa,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa noroeste
San Sebastián Ixcapa,San Sebastián Ixcapa,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa noroeste
Primera Sección,San Sebastián Nicananduta,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
San Sebastián Nicananduta,San Sebastián Nicananduta,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Tercera Sección,San Sebastián Nicananduta,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del norte bajo
Agua Buena,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Barranca Chinche,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Barranca del Venado,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Barranca Torcida,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Buenavista,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Cahuaya,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Cañada Nuchi,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Ciénega Grande,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Ciénega Rabona (San Isidro),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Cruz Verde,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
El Calvario,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
El Palmarillo,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
El Zopilote (Barrio del Zopilote),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Guadalupe la Sabinera (Barrio de Guadalupe),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Guadalupe Nucate,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Guadalupe Nundaco [Guadalupe Nundaca],San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
La Joya del Gavilán,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
La Tortolita,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Laguna Encantada,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Laguna Miniyagua,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Llano de Ajo,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Los Alvarado,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Peña Prieta,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Rancho de los Colores,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Rancho los Silva (La Sabinera los Silva),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Río de Hielo Juárez,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Sabino Solo [Sabinosolo],San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Antonio,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San José El Espinal (El Espinal),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Martín Duraznos,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Mateo Tunuchi,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Sebastián los Cholula,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Sebastián Tecomaxtlahuaca,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
