ID	DOCULECT	CONCEPT	FORM	IDlist	NOTES
542	ocot11	fresh ear of corn	ndīshī	89	NA
543	ocot11	tortilla	staa	92	NA
544	ocot11	bean	ndūchī	96	NA
545	ocot11	chili pepper	yāhā	98	NA
546	ocot11	salt	ñii	99	NA
547	ocot11	lard	shehēn	104	NA
548	ocot11	egg	ndivi	105	NA
549	ocot11	tomato	ti-nāna	106	NA
550	ocot11	avocado	tichí	108	NA
551	ocot11	banana	ndīkā	109	NA
552	ocot11	custard apple	ndōkō	112	NA
553	ocot11	meat	kuñū	114	NA
554	ocot11	cooking pot	kisī	116	NA
555	ocot11	fire	ñúhun	118	NA
556	ocot11	charcoal	ti-kayī	120	NA
557	ocot11	gourd bowl	n̄āxīn	124	NA
558	ocot11	basket	ndoho	125	NA
559	ocot11	rope	yōhō	129	NA
560	ocot11	net bag	ñūnū	131	NA
561	ocot11	moon	yoo	134	NA
562	ocot11	cloud	viko	135	NA
563	ocot11	water	ndūtē	137	NA
564	ocot11	rain (precipitation)	sávi	138	NA
565	ocot11	river	yutē	139	NA
566	ocot11	mountain	yūkū	141	NA
567	ocot11	cotton	kachi	144	NA
568	ocot11	metal	kaā	145	NA
569	ocot11	paper	tūtu	146	NA
570	ocot11	wax	ñuma	148	NA
571	ocot11	mud	ndehyu	149	NA
572	ocot11	red	kwáhá	152	NA
573	ocot11	black	tūún	155	only as part of a verb kū-tūún
574	ocot11	one	īīn	157	NA
575	ocot11	two	uu	158	NA
576	ocot11	three	uni	159	NA
577	ocot11	four	kumi	160	NA
578	ocot11	five	uhun	161	NA
579	ocot11	six	iñu	162	NA
580	ocot11	seven	uxa	163	NA
581	ocot11	eight	una	164	NA
582	ocot11	nine	iin	165	NA
583	ocot11	ten	ushi	166	NA
584	ocot11	fifteen	shahun	167	NA
585	ocot11	twenty	oko	168	NA
586	ocot11	poor	ndahví	169	NA
587	ocot11	rich	kwiká	170	NA
588	ocot11	hot	īhní	172	NA
589	ocot11	big.SG	káhnú	173	NA
590	ocot11	big.PL	náhnú	174	NA
591	ocot11	little	lūlí	175	NA
592	ocot11	long.SG	kání	177	NA
593	ocot11	long.PL	nání	178	NA
594	ocot11	good	vahā	179	NA
595	ocot11	sweet	vishi	180	NA
596	ocot11	delicious	āsin	183	NA
597	ocot11	lazy	kúshí	186	only as part of kū-kúshí ‘be lazy’
598	ocot11	near	ñātīn	189	NA
599	ocot11	far	xíká	190	NA
600	ocot11	raw	yíhí	192	NA
601	ocot11	yesterday	īkū	195	NA
602	ocot11	year	kwíya	196	NA
603	ocot11	now, today	mītān	197	NA
604	ocot11	night	xā-kwáa	198	NA
605	ocot11	night time	ñūú	199	NA
606	ocot11	day	kivi	200	NA
607	ocot11	day time	ndūú	201	NA
608	ocot11	half, middle	savá	202	NA
609	ocot11	money	shuhún	203	only with the causative sā-tín̄ú
610	ocot11	work	tíñú	204	NA
611	ocot11	word	tuhūn	205	NA
612	ocot11	sin	kwachī	206	NA
613	ocot11	when	nāmā	208	NA
614	prog12	mother	náná	1	NA
615	prog12	mother!, mom!	naá	2	NA
616	prog12	father	tátá	3	NA
617	prog12	father!, dad!	taá	4	NA
618	prog12	son/daughter, child	xahyī	5	NA
619	prog12	son	xahyī taā	6	NA
620	prog12	cross-sex sibling	kyahvā	8	NA
621	prog12	brother of man	ñānī	9	NA
622	prog12	sister of woman	kihvi	10	NA
623	prog12	aunt	xixi	11	NA
624	prog12	uncle	xito	12	NA
625	prog12	man	taā	11	NA
626	prog12	woman	ñáha	12	NA
627	prog12	priest	xutu	14	NA
628	prog12	bone	yīkí	16	NA
629	prog12	hair	íxi	17	NA
630	prog12	face	nuu	18	NA
631	prog12	mouth	yúhu	21	NA
632	prog12	ear	xohō	22	NA
633	prog12	neck	xíkó	24	NA
634	prog12	hand	ndāha	25	NA
635	prog12	fingernail	chíin	26	NA
636	prog12	back	xata	27	NA
637	prog12	stomach	tishī	28	NA
638	prog12	foot	saha	30	NA
639	prog12	disease, illness, sickness	kwehe	31	NA
640	prog12	medicine	tata	32	NA
641	prog12	cloth	xáhma	37	NA
642	prog12	sandal, sandals	ndusa	38	NA
643	prog12	pants	sātī	39	NA
644	prog12	village, town	ñūū	41	NA
645	prog12	house	vēhē	42	NA
646	prog12	road, trail	íchi	43	NA
647	prog12	animal	kíti	48	NA
648	prog12	bird	lāā	49	NA
649	prog12	fish	ti-yāká	50	NA
650	prog12	snake	koō	51	NA
651	prog12	grasshopper	tikā	56	NA
652	prog12	mouse	tiín	58	NA
653	prog12	deer	uxu	59	NA
654	prog12	squirrel	ndíkwání	60	NA
655	prog12	skunk	ti-n̄ihí	61	NA
656	prog12	rabbit	kāñāxún	64	Sp. conejo
657	prog12	dog	tinā	66	NA
658	prog12	cat	chító	67	NA
659	prog12	pig	kóchí	70	NA
660	prog12	horse	kwáyi	71	NA
661	prog12	sheep	lānchī	72	NA
662	prog12	sheep	ndī-kāchī	72	NA
663	prog12	horn (anatomy)	ndiki	74	NA
664	prog12	tail	ndóho	77	NA
665	prog12	tree	yíto	78	NA
666	prog12	grass	ītā	80	NA
667	prog12	flower	ītā	81	NA
668	prog12	grain of corn	nuni	85	NA
669	prog12	cornfield	ūtū	86	NA
670	prog12	tortilla dough	yúsa	89	NA
671	prog12	tortilla	xita	90	NA
672	prog12	bean	ndúchu	94	NA
673	prog12	chili pepper	yáha	96	NA
674	prog12	salt	ñii	97	NA
675	prog12	lard	xahan	102	NA
676	prog12	egg	ndivi	103	NA
677	prog12	tomato	ti-nānā	104	NA
678	prog12	avocado	tichí	106	NA
679	prog12	banana	ndíka	107	NA
680	prog12	cooking pot	kixī	114	NA
681	prog12	smoke	nihma	119	NA
682	prog12	smoke	ñihma	119	NA
683	prog12	garbage, trash	shehe	120	NA
684	prog12	box	sato	124	NA
685	prog12	rope	yóho	127	NA
686	prog12	hole	yáve	128	NA
687	prog12	moon	yoo	132	NA
688	prog12	water	tikwií	135	NA
689	prog12	rain god	xavi	136	NA
690	prog12	river	yutā	137	NA
691	prog12	mountain	yúku	139	NA
692	prog12	stone	yuu	141	NA
693	prog12	cotton	kāchī	142	NA
694	prog12	metal	kaā	143	NA
695	prog12	paper	tūtū	144	NA
696	prog12	wax	ñima	146	NA
697	prog12	mud	ndahyi	147	NA
698	prog12	red	kwáhá	150	only as part of a verb ndī-kwáhá ‘become red’
699	prog12	green	kwíi	151	NA
700	prog12	yellow	kwáán	152	NA
701	prog12	white	yāā	154	NA
702	prog12	one	īn	155	NA
703	prog12	two	ivi	156	NA
704	prog12	three	uni	157	NA
705	prog12	four	komi	158	NA
706	prog12	five	uhun	159	NA
707	prog12	six	iñu	160	NA
708	prog12	seven	usa	161	NA
709	prog12	eight	una	162	NA
710	prog12	nine	in	163	NA
711	prog12	ten	ushu	164	NA
712	prog12	fifteen	sahun	165	NA
713	prog12	twenty	oko	166	NA
714	prog12	poor	ndahví	167	NA
715	prog12	rich	kwiká	168	NA
716	prog12	hot	xáā	170	NA
717	prog12	big.SG	káhnū	171	NA
718	prog12	big.PL	náhnū	172	NA
719	prog12	small.SG	lōhō	173	NA
720	prog12	small.PL	válí	174	NA
721	prog12	long.SG	kānī	175	NA
722	prog12	long.PL	nānī	176	NA
723	prog12	good	vahā	177	NA
724	prog12	sweet	vixi	178	only as part of tó-vixi ‘soda pop’
725	prog12	tasty, delicious	axyā	181	NA
726	prog12	lazy	xúsá	184	NA
727	prog12	ugly	kīnī	185	NA
728	prog12	near	yātī	187	NA
729	prog12	far	shíká	188	NA
730	prog12	smooth	vīí	191	NA
731	prog12	yesterday	kūnī	193	NA
732	prog12	year	kwyaa	194	NA
733	prog12	now, today	vītī	195	NA
734	prog12	night	ñūú	196	NA
735	prog12	night time	ñūú	197	NA
736	prog12	day	ndīví	198	NA
737	prog12	day time	ndūú	199	NA
738	prog12	half, middle	xāvā	200	NA
739	prog12	money	xyuhún	201	NA
740	prog12	work	chūūn	202	NA
741	prog12	word	tuhūn	203	NA
742	prog12	when	ndáhmā	206	NA
173	yolo11	madre	si'3i4	1	NA
174	yolo11	padre	yu3ba4	3	NA
175	yolo11	hijo/hija	se'1e3	5	NA
176	yolo11	hermana/hermano de otro genero	ku'1ba3	8	check with Jonathan about exact meaning
177	yolo11	hermano de hombre	ya3ni2	9	check with Jonathan about exact meaning
178	yolo11	hermana de mujer	ku'1bi1	10	check with Jonathan about exact meaning
179	yolo11	tía	xi3xi2	11	NA
180	yolo11	tío	xi3to2	12	NA
181	yolo11	hombre	ta1a3	11	NA
182	yolo11	mujer	ña'3a4	12	NA
183	yolo11	dueño	is1to'3o2	13	NA
184	yolo11	sacerdote	su1tu1	14	NA
185	yolo11	sangre	ni1i4	15	NA
186	yolo11	hueso	i3ki4	16	NA
187	yolo11	cabello	i3xi4	17	NA
188	yolo11	cara	nu14u3	18	NA
189	yolo11	lengua	ya4a24	19	NA
190	yolo11	diente	nu'1u3	20	NA
191	yolo11	boca	yu'3u4	21	NA
192	yolo11	oreja	so'1o3	22	de un animal
193	yolo11	nariz	is1tin4	23	NA
194	yolo11	cuello	su1kun4	24	NA
195	yolo11	mano	nda'3a4	25	NA
196	yolo11	uña	chi4in24	26	NA
197	yolo11	espalda	sa1ta4	27	NA
198	yolo11	barriga	ti1xin3	28	NA
199	yolo11	tripa, tripas	si3ti2	29	NA
200	yolo11	pie	xa'1a4	30	NA
201	yolo11	enfermedad	kwe'1e1	31	NA
202	yolo11	medicina	ta1tan4	32	NA
203	yolo11	hinchazón	kwi3ñu3	33	NA
204	yolo11	grano pequeño	ndi'1i3	34	also: granos de la piel
205	yolo11	grano relativamente grande	ndu1xa1	34	also: grano de la piel
206	yolo11	pus, materia	nda3kwa4	35	NA
207	yolo11	servilleta	sa'3ma4	37	NA
208	yolo11	huarache	ndi1xan4	38	NA
209	yolo11	huipil	xi1kun1	40	NA
210	yolo11	pueblo	ñu3u2	41	NA
211	yolo11	casa	be'3e3	42	NA
212	yolo11	camino	i3chi4	43	NA
213	yolo11	horcón	tu4-si'1in1	44	wood-horqueta
214	yolo11	petate	yu3bi4	45	NA
215	yolo11	cama	is1to3	46	NA
216	yolo11	silla	ta3yu2	47	NA
217	yolo11	animal	ki3ti4	48	NA
218	yolo11	pájaro	sa3a2	49	NA
219	yolo11	pez	tia1ka4	50	NA
220	yolo11	serpiente	ko1o4	51	NA
221	yolo11	rana	sa'3ba2	52	NA
222	yolo11	gavilán	ta1su'4u4	53	NA
223	yolo11	alacrán	ti1su'3ma2	54	NA
224	yolo11	cucaracha	ti1te'1e4	55	NA
225	yolo11	chapulín	ti1ka32	56	NA
226	yolo11	abeja	ñu1ñu4	57	término general para abejas que no pican, esto es, de la tribu Meliponini
227	yolo11	ratón, rata	ti14in3	58	NA
228	yolo11	venado	i3su2	59	NA
229	yolo11	ardilla	ndi3kwa4ñu3	60	NA
230	yolo11	zorrillo	ti'1in4	61	NA
231	yolo11	tlacuache	xa1ko32	62	NA
232	yolo11	mapache	ti1ma'4a2	63	NA
233	yolo11	conejo	ku3ni4jo2	64	from Sp. conejo
234	yolo11	zopilote	pi3lo4	65	from Nahuatl tsopi:lo:tl
235	yolo11	perro	i3na2	66	NA
236	yolo11	gato	mis4tun2	67	domestico
237	yolo11	gallo	ndu3xi4 che4e13	68	gallina macho
238	yolo11	gallina	ndu3xi4	69	NA
239	yolo11	marrano	ki3ni2	70	NA
240	yolo11	caballo	kwa4yu2	71	NA
241	yolo11	borrego	ndi3ka3chi3	72	NA
242	yolo11	hormiga	tio1ko4	73	NA
243	yolo11	cuerno	ndi3ki4	74	NA
244	yolo11	pluma	tu1mi32	75	NA
245	yolo11	ala	ndi1xin4	76	NA
246	yolo11	cola	su'1ma4	77	NA
247	yolo11	árbol	i3tun4	78	NA
248	yolo11	sacate, pasto	i3ta2	80	same as 80
249	yolo11	flor	i3ta2	81	same as 79
250	yolo11	raíz	tio'1o3	83	NA
251	yolo11	espina	i3ñu4	84	NA
252	yolo11	maíz desgranado	nu1ni4	85	NA
253	yolo11	milpa	i3tu2	86	NA
254	yolo11	elote	ndi3xi4	87	NA
255	yolo11	nixtamal	xa'4a2	88	NA
256	yolo11	masa	yu3xan4	89	NA
257	yolo11	tortilla	is1ta4	90	NA
258	yolo11	rastrojo	ya1ma4	91	guamile, terreno de sembrado después de haberse levantado la cosecha quedando el puro rastrojo
259	yolo11	surco	yu3kun2	92	NA
260	yolo11	espiga	yo3ko4	93	NA
261	yolo11	frijol(es)	ndu3chi4	94	NA
262	yolo11	ejote, vaina	ndi3chi2	95	NA
263	yolo11	chile	ya'3a4	96	NA
264	yolo11	sal	i1in4	97	NA
265	yolo11	calabaza	i3kin4	98	NA
267	yolo11	caña dulce	ndo1o4	100	NA
268	yolo11	miel	ñu1ñu4	101	NA
269	yolo11	manteca	xa'3an2	102	NA
270	yolo11	huevo	ndi1bi4	103	NA
271	yolo11	tomate	ti1na3na4	104	NA
272	yolo11	camote	ya'3mi2	105	NA
273	yolo11	aguacate	ti14chi3	106	NA
274	yolo11	plátano	chi3ta2	107	see also 109
275	yolo11	nopal	mi'1nda4	108	NA
276	yolo11	mamey, zapote	ndi3ka4	109	in other pueblos: plátano
277	yolo11	hongo	xi'1i4	111	NA
278	yolo11	carne	ku3ñu2	112	NA
279	yolo11	comal	xi1yo4	113	NA
280	yolo11	olla	ki1si3	114	NA
281	yolo11	lumbre, fuego	ñu'3u2	116	NA
282	yolo11	ceniza	ya1a4	117	NA
283	yolo11	carbón	tu1un4	118	NA
284	yolo11	humo	yu'1ma1	119	NA
285	yolo11	basura	mi'14i4	120	NA
286	yolo11	plato	ko'1o4	121	NA
287	yolo11	jícara redonda	ya3xin4	122	NA
288	yolo11	tenate	ndo'1o4	123	canastita en que se sirven las tortillas calientes
289	yolo11	cajón	xa1tun4	124	NA
290	yolo11	hilo	yu'1ba1	125	NA
291	yolo11	peine	bi1ka1	126	NA
292	yolo11	mecate	yo'3o4	127	NA
293	yolo11	hoyo	ya3bi2	128	NA
294	yolo11	red	yu3nu4	129	NA
295	yolo11	jabón	na1ma4	130	NA
296	yolo11	anillo	xe'3e4	131	NA
297	yolo11	luna	yo1o4	132	NA
298	yolo11	nube	bi1ko4	133	NA
299	yolo11	rayo, relámpago	ñu'3u2 sa1bi4	134	fuego lluvia
300	yolo11	agua	ta1kwi42	135	NA
301	yolo11	lluvia	sa1bi4	136	NA
302	yolo11	río	i1ta3	137	NA
303	yolo11	rocío	yu4yu4	138	NA
304	yolo11	cerro	yu3ku4	139	NA
305	yolo11	llanura	i14ni3	140	NA
306	yolo11	llano	yo3so4	140	NA
307	yolo11	piedra	yu1u4	141	NA
308	yolo11	algodón	ka1chi4	142	NA
309	yolo11	metal	ka3a2	143	NA
310	yolo11	papel	tu3tu2	144	NA
311	yolo11	cal	ka3ka2	145	NA
312	yolo11	cera	yu1ma4	146	NA
313	yolo11	lodo	nda'1yu1	147	NA
314	yolo11	espuma	ñu1ñu1	148	de jabón, de cacao
315	yolo11	espuma	pe1le1	148	de agua etc.
316	yolo11	polvo	yu3chi4	149	NA
317	yolo11	rojo	kwa'4a1	150	NA
318	yolo11	verde	kwi4i24	151	NA
319	yolo11	amarillo	kwa4an2	152	NA
320	yolo11	negro	nda4a4	153	NA
321	yolo11	blanco	ya3a3	154	also: limpio
322	yolo11	uno	i3in3	155	NA
323	yolo11	dos	u1bi1	156	NA
324	yolo11	tres	u1ni1	157	NA
325	yolo11	cuatro	ku1mi4	158	NA
326	yolo11	cinco	u'1un1	159	NA
327	yolo11	seis	i1ñu1	160	NA
328	yolo11	siete	u1xa1	161	NA
329	yolo11	ocho	u1na1	162	NA
330	yolo11	nueve	i1in1	163	NA
331	yolo11	diez	u1xi1	164	NA
332	yolo11	quince	xa'1un1	165	NA
333	yolo11	veinte	o1ko1	166	NA
334	yolo11	pobre	nda'4bi2	167	NA
335	yolo11	rico	bi4ka3	168	NA
336	yolo11	frío	bi1xin3	169	NA
337	yolo11	caliente	ni'3ni4	170	NA
338	yolo11	grande.SG	ka'4nu3	171	NA
339	yolo11	grande.PL	na'4nu3	172	NA
340	yolo11	pequeño.SG	lu3lu3	173	NA
341	yolo11	pequeño.PL	ba4li4	174	NA
342	yolo11	largo.SG	ka4ni24	175	NA
343	yolo11	largo.PL	na4ni24	176	NA
344	yolo11	bueno	ba'1a3	177	NA
345	yolo11	dulce	bi1xi1	178	NA
346	yolo11	salado	u'1ba1	179	NA
347	yolo11	amargo	u1ba1	180	NA
348	yolo11	sabroso	ya1sin4	181	NA
349	yolo11	ancho	ndi4ka1	182	NA
350	yolo11	nuevo	xa14a3	183	NA
351	yolo11	flojo	xu4xan3	184	NA
352	yolo11	feo	ki3ni3	185	NA
353	yolo11	celoso	kwi4ñu2	186	NA
354	yolo11	cerca	ya3tin3	187	NA
355	yolo11	lejos	xi4ka3	188	NA
356	yolo11	pesado	be1e3	189	NA
357	yolo11	crudo	i'4i3	190	NA
358	yolo11	liso	ndi3i4	191	NA
359	yolo11	despacio	kwe4e2	192	NA
360	yolo11	ayer	i3ku3	193	NA
361	yolo11	año	kwi1ya1	194	NA
362	yolo11	ahora	bi3tin3	195	NA
363	yolo11	noche	ñu3u42	196	NA
364	yolo11	de noche, toda la noche	ni3ñu2u2	197	NA
365	yolo11	día	ki1bi4	198	NA
366	yolo11	de día	ndu3bi4	199	NA
367	yolo11	mitad	sa3ba3	200	NA
368	yolo11	dinero	xu'14un4	201	NA
369	yolo11	trabajo	chi3ñu3	202	NA
370	yolo11	palabra	tu'1un3	203	NA
371	yolo11	culpa	kwa1chi3	204	NA
372	yolo11	sueño	xa13ni2	205	NA
373	yolo11	cuándo	a3ma3	206	NA
374	yolo11	canción	ya3a2	207	NA
1362	yoso11	mother	nāna	1	NA
1363	yoso11	father	tāta	3	NA
1364	yoso11	father!, dad!	papá	4	Sp. loan
1365	yoso11	son/daughter, child	sēhē	5	NA
1366	yoso11	cross-sex sibling	kwāhā	8	NA
1367	yoso11	brother of man	ñānī	9	NA
1368	yoso11	sister of woman	kūhu	10	NA
1369	yoso11	aunt	shīshī	11	NA
1370	yoso11	uncle	shīto	12	NA
1371	yoso11	man	chaa	13	NA
1372	yoso11	woman	ñāhā	14	NA
1373	yoso11	owner, boss	shīīn	15	NA
1374	yoso11	priest	sūtū	16	NA
1375	yoso11	bone	yɨ̄kɨ̄	18	NA
1377	yoso11	hair	īshī	19	NA
1376	yoso11	face	nūu	20	NA
1378	yoso11	mouth	yūhū	23	NA
1379	yoso11	ear	soho	24	NA
1380	yoso11	nose	shinni	25	NA
1381	yoso11	hand	ndāhā	27	NA
1383	yoso11	back	xāta	29	NA
1384	yoso11	stomach	chii	30	NA
1385	yoso11	foot	xaha	32	NA
1386	yoso11	disease, illness, sickness	kwēhē	33	NA
1387	yoso11	medicine, remedy	tānna	34	NA
1388	yoso11	cloth	sāhmā	39	NA
1389	yoso11	sandal, sandals	ndíñña	40	NA
1390	yoso11	town	ñūu	43	NA
1391	yoso11	house	vehe	44	NA
1392	yoso11	path, road, trail	īchī	45	NA
1393	yoso11	beam	vītu	46	NA
1394	yoso11	animal	kɨ̄tɨ̄	50	NA
1395	yoso11	fish	chaká	52	NA
1396	yoso11	snake	kōo	53	NA
1397	yoso11	scorpion	tɨ̄suhmā	56	NA
1398	yoso11	rat	chotō	60	NA
1399	yoso11	mouse	lúsū	60	NA
1400	yoso11	deer	īsu	61	NA
1401	yoso11	skunk	chɨ̄hɨ̄n	63	listed as part of a name
1402	yoso11	rabbit	isō	66	NA
1403	yoso11	dog	īna	68	NA
1404	yoso11	chicken	chuun	71	NA
1405	yoso11	pig	kɨ̄nɨ̄	72	NA
1406	yoso11	horse	kwāyū	73	NA
1407	yoso11	sheep	rɨ̄ɨ	74	NA
1408	yoso11	horn (anatomy)	ndɨ́kɨ́	76	NA
1409	yoso11	tail	suhma	79	only listed as part of a compound
1410	yoso11	tree, stick	yūnnū	80	NA
1411	yoso11	flower	ītā	83	NA
1412	yoso11	thorn	īñū	86	NA
1413	yoso11	grain of corn	nūni	87	NA
1414	yoso11	cornfield	ītū	88	NA
1415	yoso11	fresh ear of corn	ndɨ̄shɨ̄	89	NA
1416	yoso11	tortilla	staa	92	NA
1417	yoso11	bean, eye	ndūchī	96	NA
1418	yoso11	chili pepper	yaha	98	NA
1419	yoso11	salt	n̄ɨ̄ɨ	99	NA
1420	yoso11	lard	shahan	104	lard
1421	yoso11	egg	ndɨ̃vɨ	105	NA
1422	yoso11	tomato	tɨ́nānā	106	NA
1423	yoso11	banana	ndīkā	109	NA
1424	yoso11	meat	kuñu	114	NA
1425	yoso11	pot, cooking pot	kɨsɨ	116	NA
1426	yoso11	fire	ñuhu	118	NA
1428	yoso11	gourd	yāxīn	124	NA
1429	yoso11	palm basket	ndōho	125	NA
1427	yoso11	rope	yōhō	129	NA
1430	yoso11	hole	yāu	130	NA
1431	yoso11	net bag	ñunu	131	NA
1432	yoso11	soap	námá	132	given as part of a place name
1433	yoso11	moon	yōō	134	NA
1434	yoso11	cloud	vīko	135	NA
1435	yoso11	lightning	taxa	136	NA
1436	yoso11	water	ndūchā	137	NA
1437	yoso11	rain (precipitation)	sāu	138	NA
1438	yoso11	river	yucha	139	NA
1439	yoso11	mountain, hill	yūkū	141	mountain
1440	yoso11	stone, rock	yūu	143	NA
1441	yoso11	metal	kaa	145	NA
1442	yoso11	paper	tūtū	146	NA
1443	yoso11	beeswax, wax	n̄uma	148	NA
1444	yoso11	mud	ndēhyu	149	NA
1445	yoso11	red	kwáhá	152	NA
1446	yoso11	yellow	kwáán	154	NA
1447	yoso11	black	nnúú	155	NA
1448	yoso11	white	kwíxín	156	NA
1449	yoso11	one	ɨ̄ɨ̄n	157	NA
1450	yoso11	two	ūu	158	NA
1451	yoso11	three	ūni	159	NA
1452	yoso11	four	kūun	160	NA
1453	yoso11	five	ūhun	161	NA
1454	yoso11	six	īñu	162	NA
1455	yoso11	seven	ūshya	163	NA
1456	yoso11	eight	ūna	164	NA
1457	yoso11	nine	ɨ̄ɨn	165	NA
1458	yoso11	ten	ūshi	166	NA
1459	yoso11	fifteen	shyāhun	167	NA
1460	yoso11	twenty	ōko	168	NA
1461	yoso11	poor	ndáhú	169	NA
1463	yoso11	cold	vixin	171	NA
1464	yoso11	big.SG	káhnū	173	NA
1465	yoso11	big.PL	náhnū	174	NA
1466	yoso11	small.SG	lúlú	175	NA
1467	yoso11	small.PL	kwáchí	176	NA
1468	yoso11	long.SG	kánī	177	NA
1469	yoso11	long.PL	nánī	178	NA
1470	yoso11	good	vaha	179	NA
1471	yoso11	sweet	vīshi	180	NA
1472	yoso11	new	xáá	185	NA
1473	yoso11	near	yānnī	189	NA
1474	yoso11	slow	kwéé	194	given as part of a verbalized form kū-kwéé
1475	yoso11	yesterday	īkū	195	NA
1476	yoso11	year	kwīyā	196	NA
1477	yoso11	now, today	vīnnā	197	NA
1478	yoso11	night, at night	xākwāā	198	NA
1479	yoso11	night time, all night	ñúú	199	not entirely sure if it’s really night time
1480	yoso11	day	kɨ̄vɨ	200	NA
1481	yoso11	day time, all day	ndúú	201	not sure if it’s daytime in general
1482	yoso11	half, middle	sāvā	202	NA
1483	yoso11	money	shuhun	203	NA
1484	yoso11	work	nnīñū	204	NA
1485	yoso11	word	nnuhu	205	NA
1486	yoso11	fault, blame, sin	kwachi	206	NA
1487	yoso11	when	nāmā	208	NA
1488	yoso11	song	yāā	209	NA
