LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V206_yakun,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V207_katei,_3_3 ⇌ i1_1_1 / _ka_te_i1,3_3 ⇌ 1_1 / ka_te_i1,i1 ⇌  / _X*[+syll][1-3-5]
V208_nañu,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V209_nuntxa'a,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V210_ntiku'unini,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V211_saya'a, ⇌ i1 / _X*,sa5 ⇌  / _[-cg -strid -lat -del.rel -long]*[-syll][a-k-kʷ][-cons +son][1-3-5-ʔ]a[1-3],i1sa5 ⇌  / _[-cg -strid -lat -del.rel -long]*[-syll][a-k-kʷ][-cons +son][1-3-5-ʔ]a[1-3]
V212_ku'ni,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,ɕ_5 ⇌ k_3 / _[a-e-o]_[-syll -strid -lat -long][a-e-i-m-n-o-r-w-ã-õ-ĩ-ɲ-ẽ][-cons +son][3-5]?,i1ɕ ⇌ k / _X*[-cons +son][-syll]*[a-e-i-o][1-3-5]
V213_kaan,_5_5 ⇌ i1_3_3 / _X*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-ã-ĩ-ẽ]_[-lat]+_,5_5 ⇌ 3_3 / [+cons -son -syll -cg -lat -long][a-e-i-ã-ĩ-ẽ]_X+_,i1 ⇌  / _X*[+syll][1-3-5]
V214_yata,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V215_ka'ntxi,_5_5 ⇌ i1_3_3 / _X*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-ã-ĩ-ẽ]_[-lat]+_,5_5 ⇌ 3_3 / [+cons -son -syll -cg -lat -long][a-e-i-ã-ĩ-ẽ]_X+_,i1 ⇌  / _X*[+syll][1-3-5]
V216_xuun,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V217_tuun,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V218_chikava'a,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V219_ntakaa, ⇌ i1 / _X*,sa5 ⇌  / _[-cg -strid -lat -del.rel -long]*[-syll][a-k-kʷ][-cons +son][1-3-5-ʔ]a[1-3],i1sa5 ⇌  / _[-cg -strid -lat -del.rel -long]*[-syll][a-k-kʷ][-cons +son][1-3-5-ʔ]a[1-3]
V220_chikanii, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V221_yivintxaa,_1 ⇌ i1_3 / _ʒi_βi3ⁿd͡ʑa3a3,1 ⇌ 3 / ʒi_βi3ⁿd͡ʑa3a3,i1 ⇌  / _X*[+syll][1-3-5]
V222_chikili,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V223_txa'ntxa,_5_5 ⇌ i1_1_1 / _[+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,5_5 ⇌ 1_1 / [+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,i1 ⇌  / _X*[+syll][1-3-5]
V224_kuntasi,_3 ⇌ i1_1 / _[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,3 ⇌ 1 / X*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,i1 ⇌  / _X*[+syll][1-3-5]
V225_kuntakaa,_5_3_3 ⇌ i1ɕi1_3_1_1 / _ⁿda_ka_a_,_5_3_3 ⇌ ko3_3_1_1 / _ⁿda_ka_a_,i1ɕi1 ⇌ ko3 / _X*[+syll][1-3-5]
V226_cho'o,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V227_kuva'a,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V228_kee,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V229_kai,_3 ⇌ i1_1 / _[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,3 ⇌ 1 / X*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,i1 ⇌  / _X*[+syll][1-3-5]
V230_ka'a,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V231_sakuachi, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V232_shita,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V233_ntakaxi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V234_txaa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V235_sana'a, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V236_ntuva'a,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1_1 ⇌ _3 / _X*[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-o][1-3-5]X*
V237_saka,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V238_chita'an,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1_1 ⇌ _3 / _X*[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-o][1-3-5]X*
V239_ntakuni,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1_1 ⇌ _3 / _X*[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-o][1-3-5]X*
V240_sanuntxa'a, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V241_kununu,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,ɕi5ka ⇌ ko3no / _3no3,i1ɕi1ka ⇌ ko3no / _3no3
V242_kakintxaa, ⇌ i1 / _X*,ɕ ⇌ k / _a3ki3ⁿd͡ʑa3a3,i1ɕ ⇌ k / _X*[-cons +son][-syll]*[a-e-i-o][1-3-5]
V243_ta'vi,_5_5 ⇌ i1_1_1 / _[+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,5_5 ⇌ 1_1 / [+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,i1 ⇌  / _X*[+syll][1-3-5]
V244_kavanuu,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V245_ntisaka,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V246_saa,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V247_kuntaa, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V248_ntxikokoo,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V249_kukuaan, ⇌ i1ko3 / _k?[-cg -strid -lat -long][-cons +son]+[1-3-5-ʔ]?[a-e-i-ã-ĩ-ẽ]5, ⇌ ko3 / _k?[-cg -strid -lat -long][-cons +son]+[-syll]?[a-e-i-ã-ĩ-ẽ]5,i1 ⇌  / _X*[+syll][1-3-5]
V250_kuxiva'a,_o ⇌ i1ko1_i / _ɕ_1βa1ʔa3,_o ⇌ ko1_i / _ɕ_1βa1ʔa3,i1 ⇌  / _X*[+syll][1-3-5]
V251_kukuii, ⇌ i1ko3 / _k?[-cg -strid -lat -long][-cons +son]+[1-3-5-ʔ]?[a-e-i-ã-ĩ-ẽ]5, ⇌ ko3 / _k?[-cg -strid -lat -long][-cons +son]+[-syll]?[a-e-i-ã-ĩ-ẽ]5,i1 ⇌  / _X*[+syll][1-3-5]
V252_kuita,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V253_kuntxee, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V254_shu'un,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V255_sana,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V256_ntatava,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V257_chintxaa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V258_xixin,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V259_chiko'va,_5_5 ⇌ i1_3_3 / _[t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ][a-e-i]_[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][e-i-o]X+[-syll][a-e-i-o]_,5_3_5 ⇌ 3_1_3 / t͡ʃi_ko_ʔβa_,i1_3 ⇌ _1 / _t͡ʃi3ko_ʔβa3
V260_sakee, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V261_sakoyo, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V262_kuntxitxa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V263_numi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V264_ntantiki,_5_5 ⇌ i1_3_3 / _[t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ][a-e-i]_[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][e-i-o]X+[-syll][a-e-i-o]_,5_5 ⇌ 3_3 / [+cons -son -syll -cg -lat -long][a-e-i-ã-ĩ-ẽ]_X+_,i1 ⇌  / _X*[+syll][1-3-5]
V265_sante'i, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V266_ntasaa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V267_kunte'i, ⇌ i1ko3 / _k?[-cg -strid -lat -long][-cons +son]+[1-3-5-ʔ]?[a-e-i-ã-ĩ-ẽ]5, ⇌ ko3 / _k?[-cg -strid -lat -long][-cons +son]+[-syll]?[a-e-i-ã-ĩ-ẽ]5,i1 ⇌  / _X*[+syll][1-3-5]
V268_tana,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V269_txañu,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V270_txian,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V271_kukuiin, ⇌ i1 / _X*,ɕi ⇌ ko / _[+son -syll]*[-cons +son][-syll][e-i-o-w-ã-õ-ĩ-ɲ-ẽ][-cons +son]+[1-3-5-ʔ][e-i-o-õ-ĩ-ẽ][1-3-5],i1ɕi ⇌ ko / _X*[-cons +son][-syll]*[+syll][1-3-5]
V272_ntakasi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V273_sakitxi, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V274_saketa, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V275_ntiko'o,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V276_kuxiva'a, ⇌ i1ki3 / _ɕi1βa1ʔa3, ⇌ ki3 / _ɕi1βa1ʔa3,i1 ⇌  / _X*[+syll][1-3-5]
V277_ni'i,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V278_kuntxita,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,t͡ʃi5 ⇌ ko3 / _ⁿd͡ʑi3ta3,i1t͡ʃi ⇌ ko / _3ⁿd͡ʑi3ta3
V279_ntxiko,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V280_santxiko, ⇌ i1 / _X*, ⇌  / X*[+syll][1-3-5],i1 ⇌  / _X*[+syll][1-3-5]
V281_ntachikaa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V282_nta'ava,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V283_kuna'a,_5 ⇌ i1ɕi1_1 / _[n-ⁿd]a_[a-ʔ][-cons +son]1?,_5 ⇌ ko3_1 / _[n-r-ð-ɾ-ʒ-ⁿd͡ʑ-ⁿd][a-e-i]_[a-ʔ]X[-cons +son]*,i1ɕi1 ⇌ ko3 / _X*[+syll][1-3-5]
V284_ntikua'a,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V285_kunaa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V286_ñani,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V287_ntaka'nu,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V288_koso,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,s_5 ⇌ k_1 / _o_so1,i1s ⇌ k / _[a-e-o][1-3-5]s[e-i-o][1-3]
V289_titi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V290_ka'nu,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,ɕ_5 ⇌ k_1 / _[a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][a-e-i-m-n-o-r-w-ã-õ-ĩ-ɲ-ẽ][-cons +son]1?,i1ɕ ⇌ k / _X*[-cons +son][-syll]*[a-e-i-o][1-3-5]
V291_kutatxi, ⇌ i1 / _X*,1 ⇌ 5 / ko3ta_t͡ɕi5i3ni3,i1_1 ⇌ _5 / _X*[k-p-t-kʷ][a-e-o][3-5]t[a-ã]_X*
V292_takue'e, ⇌ i1 / _X*,1 ⇌ 3 / X*[f-g-k-p-t-ð-ɕ-ʒ-β-t͡ɕ-kʷ][a-e-i]3[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-i]_X*,i1_1 ⇌ _3 / _X*[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-o][1-3-5]X*
V293_kutatan,_5 ⇌ i1_1 / _ko3ta5tã_, ⇌  / X*[+syll][1-3-5],i1_1 ⇌ _5 / _X*[k-p-t-kʷ][a-e-o][3-5]t[a-ã]_X*
V294_shatxa,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V295_chichi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V296_ntaxin,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V297_ñu'ma,_5_5 ⇌ i1_1_1 / _[+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,5_5 ⇌ 1_1 / [+cons -syll -cg -strid -lat -long][a-e-o]_[g-m-n-r-w-ð-ɲ-ɾ-ʔ-ⁿd][g-m-n-r-w-ð-ɲ-ɾ-ʒ-β-ⁿd͡ʑ-ⁿd]?[a-e-i]_,i1 ⇌  / _X*[+syll][1-3-5]
V298_kava,_5_3 ⇌ i1_1_1 / _[k-ɕ-t͡ɕ-kʷ][a-e-i]_[f-g-k-p-t-ð-ɕ-ʒ-β-t͡ɕ-kʷ][a-e-o]_X*,5_3 ⇌ 1_1 / ka_[ʒ-β]a_,i1 ⇌  / _X*[+syll][1-3-5]
V299_kaan,_5 ⇌ i1_1 / _[+cons -syll -cg -lat -long]?[+syll]_[-lat]X+,5 ⇌ 1 / [+cons -syll -cg -lat -long]?[+syll]_[-lat]X+5?,i1 ⇌  / _X*[+syll][1-3-5]
V300_kaya,_5_3 ⇌ i1_1_1 / _[k-ɕ-t͡ɕ-kʷ][a-e-i]_[f-g-k-p-t-ð-ɕ-ʒ-β-t͡ɕ-kʷ][a-e-o]_X*,5_3 ⇌ 1_1 / ka_[ʒ-β]a_,i1 ⇌  / _X*[+syll][1-3-5]
V301_kantxaa,_3 ⇌ i1_1 / _[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,3 ⇌ 1 / X*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-o]_[-cg -strid -lat -long][-cons +son]X*[-cons +son]*,i1 ⇌  / _X*[+syll][1-3-5]
V302_ka'vi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V303_kata,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V304_kuun,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
V305_kisi,_5 ⇌ i1_3 / _[+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,5 ⇌ 3 / [+cons -syll -cg -lat -long][+syll]_[-lat]X+[-cons]*,i1 ⇌  / _X*[+syll][1-3-5]
