ID	Village_Name	Village_Name_Alternative	Family	Subgroup	Municipality	State	Latitude	Longitude	ISO639P3code	Glottocode	Glottolog_Name	Glottolog_Level	Glottolog_Super	Glottolog_Subgroup	Glottolog_Latitude	Glottolog_Longitude	josserand_group	Josserand_Subgroup	Josserand_Code	Inali_Subgroup	Inali_Endonym_Ort	Inali_Endonym_Ipa	Egland_Name	Egland_Perc	Egland_Level	Egland_Super	Mtree_Name	Mtree_Code	Mtree_Codealt	Mtree_Latitude	Mtree_Longitude	Mtree_Comments	Coordinate_Comparison	CLDF_Name	Village_Name_Normalized	Comments
	Los Llanos				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												LosLlanos	los llanos	
	Los López (Familia López)				Santos Reyes Tepejillo	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												LosLopezFamiliaLopez	los lopez (familia lopez)	
	Los Magueyitos				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												LosMagueyitos	los magueyitos	
	Los Manguitos				Santa María Zacatepec	Oaxaca														mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]												LosManguitos	los manguitos	
	Los Marcelo (Colonia los Marcelo)				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												LosMarceloColonialosMarcelo	los marcelo (colonia los marcelo)	
	Los Metates				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												LosMetates	los metates	
	Los Mogotes				Santa Cruz Xoxocotlán	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												LosMogotes	los mogotes	
	Los Mogotitos				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												LosMogotitos	los mogotitos	
	Los Monos Guerrero (Cruz de Raya)				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												LosMonosGuerreroCruzRaya	los monos guerrero (cruz de raya)	
	Los Naranjos (Fraccionamiento los Naranjos)				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												LosNaranjosFraccionamientolosNaranjos	los naranjos (fraccionamiento los naranjos)	
	Los Pelillos				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												LosPelillos	los pelillos	
	Los Pinos				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												LosPinos	los pinos	
	Los Pirules				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												LosPirules	los pirules	
	Los Planes				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												LosPlanes	los planes	
	Los Pocitos				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												LosPocitos	los pocitos	
	Los Quiterios				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												LosQuiterios	los quiterios	
	Los Sabinos (Río los Sabinos)				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												LosSabinosRiolosSabinos	los sabinos (rio los sabinos)	
	Los Salas				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												LosSalas	los salas	
	Los Saucitos				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												LosSaucitos	los saucitos	
	Los Soriano (Familia Soriano)				Santos Reyes Tepejillo	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												LosSorianoFamiliaSoriano	los soriano (familia soriano)	
	Los Tepetates				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												LosTepetates	los tepetates	
	Macahuite				Santiago Ixtayutla	Oaxaca														mixteco de Ixtayutla	tu’un savi	[tũʔũ saβi]												Macahuite	macahuite	
	Madero (Francisco I. Madero)				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												MaderoFranciscoI.Madero	madero (francisco i. madero)	
	Magdalena Tataltepec				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												MagdalenaTataltepec	magdalena tataltepec	
	Majara				Santiago Nuyoó	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												Majara	majara	
	Maldonado				Cuajinicuilapa	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Maldonado	maldonado	
	Malinaltepec				Malinaltepec	Guerrero														mixteco central de Guerrero	tno’on savi ~ tu’un savi	[tõʔõ saβi] ~ [tũʔũ saβi]												Malinaltepec	malinaltepec	
	Malvabisco (Tierra Colorada)				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												MalvabiscoTierraColorada	malvabisco (tierra colorada)	
	Mancuernas				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												Mancuernas	mancuernas	
	Mano León Tepantepec				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												ManoLeonTepantepec	mano leon tepantepec	
	Manolo Mena (Rancho Manolo Mena)				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												ManoloMenaRanchoManoloMena	manolo mena (rancho manolo mena)	
	Mantis Religiosa				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												MantisReligiosa	mantis religiosa	
	Manzana de Espinal				San Miguel Achiutla	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												ManzanaEspinal	manzana de espinal	
	Mariposa				Santa María Apazco	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												Mariposa	mariposa	
	Marquelia				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Marquelia	marquelia	
	Mata Sánchez				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												MataSanchez	mata sanchez	
	Maxmadi				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Maxmadi	maxmadi	
	Mecatepec				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												Mecatepec	mecatepec	
	Melchor Ocampo				Alcozáuca de Guerrero	Guerrero														mixteco de Guerrero del noreste central	tu’un savi	[tũʔũ saβi]												MelchorOcampo	melchor ocampo	
	Mesón de Guadalupe				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												MesonGuadalupe	meson de guadalupe	
	Mesones Hidalgo				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												MesonesHidalgo	mesones hidalgo	
	Mexcala				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												Mexcala	mexcala	
	Mexicalcingo				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												Mexicalcingo	mexicalcingo	
	Mexicalcingo de los Granados				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												MexicalcingolosGranados	mexicalcingo de los granados	
	Mexquititlán				Tlalixtaquilla de Maldonado	Guerrero														mixteco de Tlalixtaquilla de Maldonado	tu’un savi de	[tũʔũ saβi]												Mexquititlan	mexquititlan	
	Mezón Chico				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												MezonChico	mezon chico	
	Mezón Zapote				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												MezonZapote	mezon zapote	
	Mier y Terán				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												MieryTeran	mier y teran	
	Miguel Hidalgo				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												MiguelHidalgo	miguel hidalgo	
	Miguel Hidalgo				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												MiguelHidalgo	miguel hidalgo	
	Miguel Hidalgo				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												MiguelHidalgo	miguel hidalgo	
	Miguel Hidalgo y Costilla				Zapotitlán	Puebla														mixteco de Zapotitlán	da’an davi	[ðãʔã ðaβi]												MiguelHidalgoyCostilla	miguel hidalgo y costilla	
	Milpillas				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Milpillas	milpillas	
	Minicuayo (Yucucuayo)				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												MinicuayoYucucuayo	minicuayo (yucucuayo)	
	Minillahui				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												Minillahui	minillahui	
	Mininuma				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												Mininuma	mininuma	
	Mirador				San Jorge Nuchita	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												Mirador	mirador	
	Mirador				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												Mirador	mirador	
	Mirador (Icutizundo)				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												MiradorIcutizundo	mirador (icutizundo)	
	Miramar (Guadalupe Miramar)				Santa María Yucuhiti	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												MiramarGuadalupeMiramar	miramar (guadalupe miramar)	
	Mirasol				Magdalena Peñasco	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												Mirasol	mirasol	
	Mirasol Guerrero				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												MirasolGuerrero	mirasol guerrero	
	Mixtecapa				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												Mixtecapa	mixtecapa	
	Mixtly				Asunción Nochixtlán	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												Mixtly	mixtly	
	Moctezuma				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												Moctezuma	moctezuma	
	Moctezuma (STUMA)				Santa Cruz Tacahua	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												MoctezumaSTUMA	moctezuma (stuma)	
	Mogote de Nido				Santiago Tlazoyaltepec	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												MogoteNido	mogote de nido	
	Mogote de Piedra				Santo Domingo Nuxaá	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												MogotePiedra	mogote de piedra	
	Mogote de Piojo				San Juan Tamazola	Oaxaca														mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]												MogotePiojo	mogote de piojo	
	Moisés Toscano				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												MoisesToscano	moises toscano	
	Monte Alegre				Malinaltepec	Guerrero														mixteco central de Guerrero	tno’on savi ~ tu’un savi	[tõʔõ saβi] ~ [tũʔũ saβi]												MonteAlegre	monte alegre	
	Monte Alto				San Marcos	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												MonteAlto	monte alto	
	Monte Cal				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												MonteCal	monte cal	
	Monte Colorado				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												MonteColorado	monte colorado	
	Monte Flor				Santa Ana Cuauhtémoc	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												MonteFlor	monte flor	
	Monte Frío				San Juan Tamazola	Oaxaca														mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]												MonteFrio	monte frio	
	Monte Frío				San Andrés Nuxiño	Oaxaca														mixteco alto de Valles	tu’un ñudavi	[tũʔũ ?udaβi]												MonteFrio	monte frio	
	Monte Negro				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												MonteNegro	monte negro	
	Monte Negro				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												MonteNegro	monte negro	
	Monte Obscuro				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												MonteObscuro	monte obscuro	
	Monte Olivo				Xalpatláhuac	Guerrero														mixteco de Guerrero central alto	tno̱’on sávi̱	[tnõʔõ saβi˨]												MonteOlivo	monte olivo	
	Montecillos				Cuajinicuilapa	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Montecillos	montecillos	
	Morelos				Santiago Nundiche	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												Morelos	morelos	
	Morelos				Santa Catarina Yosonotú	Oaxaca														mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												Morelos	morelos	
	Morelos				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												Morelos	morelos	
	Morelos (José María Morelos y Pavón)				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												MorelosJoseMariaMorelosyPavon	morelos (jose maria morelos y pavon)	
	Morelos (José María Morelos)				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												MorelosJoseMariaMorelos	morelos (jose maria morelos)	
	Morelos (José María Morelos)				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												MorelosJoseMariaMorelos	morelos (jose maria morelos)	
	Morelos Dos Tepantepec				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												MorelosDosTepantepec	morelos dos tepantepec	
	Morelos Uno Tepantepec				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												MorelosUnoTepantepec	morelos uno tepantepec	
	Motillas				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												Motillas	motillas	
	Moyotepec (Moyotepec de Juárez)				Malinaltepec	Guerrero														mixteco central de Guerrero	tno’on savi ~ tu’un savi	[tõʔõ saβi] ~ [tũʔũ saβi]												MoyotepecMoyotepecJuarez	moyotepec (moyotepec de juarez)	
	Narciso Mendoza				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												NarcisoMendoza	narciso mendoza	
	Natividad				Santo Domingo Tonalá	Oaxaca														mixteco de Santo Domingo Tonalá	to’on nda’vi	[tõʔõ ndaʔβi]												Natividad	natividad	
	Ndicayuco				San Agustín Tlacotepec	Oaxaca														mixteco de San Agustín Tlacotepec	tu’un savi	[tũʔũ saβi]												Ndicayuco	ndicayuco	
	Ndostayi				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												Ndostayi	ndostayi	
	Ndoyocoyo (Ciénega de Tule)				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												NdoyocoyoCienegaTule	ndoyocoyo (cienega de tule)	
	Ndoyonoyuji (Ciénega de Flores Amarillas)				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												NdoyonoyujiCienegaFloresAmarillas	ndoyonoyuji (cienega de flores amarillas)	
	Nduabe				Santa Catarina Yosonotú	Oaxaca														mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												Nduabe	nduabe	
	Nduadavi				Santiago Yolomecatl	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												Nduadavi	nduadavi	
	Nduajami				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												Nduajami	nduajami	
	Nduañu				Santiago Nundiche	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												Nduanu	nduanu	
	Nduatindoo				Santiago Yolomecatl	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												Nduatindoo	nduatindoo	
	Nduayuo				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												Nduayuo	nduayuo	
	Nduayute				Santiago Yolomecatl	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												Nduayute	nduayute	
	Nduvatoshee				San Cristóbal Amoltepec	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												Nduvatoshee	nduvatoshee	
	Nduyahillo				San Agustín Tlacotepec	Oaxaca														mixteco de San Agustín Tlacotepec	tu’un savi	[tũʔũ saβi]												Nduyahillo	nduyahillo	
	Nican				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												Nican	nican	
	Nicasio Delgado Matías				San Miguel Tlacamama	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												NicasioDelgadoMatias	nicasio delgado matias	
	Ñihuichi				San Miguel Ahuehuetitlán	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												Nihuichi	nihuichi	
	Nopalera El Campamento				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												NopaleraElCampamento	nopalera el campamento	
	Nruvanzaka (Tinrru San Miguel)				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												NruvanzakaTinrruSanMiguel	nruvanzaka (tinrru san miguel)	
	Nubiñuutun				San Juan Coatzóspam	Oaxaca														mixteco de Coatzóspam	tu’un davi	[tũʔũ ðaβi]												Nubinuutun	nubinuutun	
	Nucagne				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												Nucagne	nucagne	
	Nucodo				Santa Ana Cuauhtémoc	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												Nucodo	nucodo	
	Nuevo Allende				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												NuevoAllende	nuevo allende	
	Nuevo Progreso				San Juan Colorado	Oaxaca														mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												NuevoProgreso	nuevo progreso	
	Nuevo Tecomulapa				San Marcos	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												NuevoTecomulapa	nuevo tecomulapa	
	Nuevos Horizontes				Acatlán	Puebla														mixteco del suroeste de Puebla	da’an davi ~ de’e dau	[ðãʔã ðaβi] ~ [ðeʔe ðau]												NuevosHorizontes	nuevos horizontes	
	Nuhduu’				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												Nuhduu'	nuhduu'	
	Nuhu Savi Kani				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												NuhuSaviKani	nuhu savi kani	
	Nunuma (Ignacio Zaragoza)				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												NunumaIgnacioZaragoza	nunuma (ignacio zaragoza)	
	Nuyucu				Santiago Ixtayutla	Oaxaca														mixteco de Ixtayutla	tu’un savi	[tũʔũ saβi]												Nuyucu	nuyucu	
	Nyuñana				Santa Catarina Yosonotú	Oaxaca														mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												Nyunana	nyunana	
	Nyuyi				Santa Catarina Yosonotú	Oaxaca														mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												Nyuyi	nyuyi	
	Ocoapa				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Ocoapa	ocoapa	
	Ocote Amarillo				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												OcoteAmarillo	ocote amarillo	
	Ocotepec				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Ocotepec	ocotepec	
	Ocotepec				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												Ocotepec	ocotepec	
	Ocotequila				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Ocotequila	ocotequila	
	Ocotillo				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Ocotillo	ocotillo	
	Ocotitlán				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												Ocotitlan	ocotitlan	
	Ocotlán				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												Ocotlan	ocotlan	
	Ocotlán de Juárez				Santiago Tetepec	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												OcotlanJuarez	ocotlan de juarez	
	Ojito de Agua				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												OjitoAgua	ojito de agua	
	Ojo de Agua				Santo Domingo Nuxaá	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												OjoAgua	ojo de agua	
	Ojo de Agua				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												OjoAgua	ojo de agua	
	Ojo de Agua				Santa María Yucuhiti	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												OjoAgua	ojo de agua	
	Ojo de Agua (Xa’a Kava Yaa)				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												OjoAguaXa'aKavaYaa	ojo de agua (xa'a kava yaa)	
	Ojo de Agua Arenal				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												OjoAguaArenal	ojo de agua arenal	
	Ojo de Agua Blanca				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												OjoAguaBlanca	ojo de agua blanca	
	Ojo de Agua Mitlatongo				Asunción Nochixtlán	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												OjoAguaMitlatongo	ojo de agua mitlatongo	
	Ojo de Luna				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												OjoLuna	ojo de luna	
	Ojo de Pescado				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												OjoPescado	ojo de pescado	
	Olintepec				Santiago Ixtayutla	Oaxaca														mixteco de Ixtayutla	tu’un savi	[tũʔũ saβi]												Olintepec	olintepec	
	Olla de Maguey				Magdalena Peñasco	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												OllaMaguey	olla de maguey	
	Olleras de Bustamante				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												OllerasBustamante	olleras de bustamante	
	Ometepec				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Ometepec	ometepec	
	Ometepec Chiquito				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												OmetepecChiquito	ometepec chiquito	
	Omitlán				Juan R. Escudero	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												Omitlan	omitlan	
	Oztocingo				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Oztocingo	oztocingo	
	Palma Sola				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												PalmaSola	palma sola	
	Palmar (El Rancho)				Santa María Texcatitlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												PalmarElRancho	palmar (el rancho)	
	Palo Aguacate				San Miguel Santa Flor	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PaloAguacate	palo aguacate	
	Palo Mora				San Miguel Santa Flor	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PaloMora	palo mora	
	Palomar de las Flores				San Marcos	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												PalomarlasFlores	palomar de las flores	
	Pando Colorado				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												PandoColorado	pando colorado	
	Papaloapan				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												Papaloapan	papaloapan	
	Paraje del Perro				Santa Inés de Zaragoza	Oaxaca														mixteco de Santa Inés de Zaragoza	tnu’un davi	[tnũʔũ ðaβi]												ParajePerro	paraje del perro	
	Paraje Río Chiquito				Santa María Atzompa	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												ParajeRioChiquito	paraje rio chiquito	
	Paraje Viejo				Santa María Yucuhiti	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												ParajeViejo	paraje viejo	
	Paredones				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												Paredones	paredones	
	Parota Seca				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												ParotaSeca	parota seca	
	Pascala del Oro				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												PascalaOro	pascala del oro	
