id,village_name,village_name_alternative,municipality,state,latitude,longitude,isocode,glottocode,glottolog_name,glottolog_level,glottolog_super,glottolog_group,glottolog_latitude,glottolog_longitude,josserand_group,josserand_subgroup,josserand_code,inali_group,inali_endonym_ort,inali_endonym_ipa,egland_name,egland_perc,egland_level,egland_super,mtree_name,mtree_code,mtree_codealt,mtree_latitude,mtree_longitude,mtree_comments,coordinate.comparison,village_norm,Comments
NA,Heroica Ciudad de Huajuapan de León,NA,Heroica Ciudad de Huajuapan de León,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,heroica ciudad de huajuapan de leon,
NA,Heroica Ciudad de Tlaxiaco,NA,Heroica Ciudad de Tlaxiaco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,heroica ciudad de tlaxiaco,
NA,Hidalgo,NA,Chalcatongo de Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hidalgo,
NA,Hidalgo,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hidalgo,
NA,Hidalgo (Hidalgo Independencia),NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hidalgo (hidalgo independencia),
NA,Hidalgo Manialtepec (Hidalgo Tututepec),NA,Villa de Tututepec de Melchor Ocampo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Villa de Tututepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hidalgo manialtepec (hidalgo tututepec),
NA,Hierba Santa,NA,Pinotepa de Don Luis,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa oeste central,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hierba santa,
NA,Hitanume,NA,Santa Inés de Zaragoza,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Inés de Zaragoza,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitanume,
NA,Hondura Tigre,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hondura tigre,
NA,Horcasitas (Atotonilco de Horcasitas),NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,horcasitas (atotonilco de horcasitas),
NA,Hornos Grandes,NA,Santiago Pinotepa Nacional,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hornos grandes,
NA,Hornos los Pajaritos,NA,Santiago Pinotepa Nacional,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hornos los pajaritos,
NA,Huajintepec,NA,Ometepec,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa este,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huajintepec,
NA,Huehuetán,NA,Azoyú,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa este,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huehuetan,
NA,Huehuetepec (Huehue),NA,Atlamajalcingo del Monte,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Atlamajalcingo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huehuetepec (huehue),
NA,Huehuetonoc,NA,Tlacoachistlahuaca,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Tlacoachistlahuaca,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huehuetonoc,
NA,Huerta Darío Pastrana,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huerta dario pastrana,
NA,Huerta de Juvencio Castillo,NA,Santiago Pinotepa Nacional,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huerta de juvencio castillo,
NA,Huerta Juana Gómez,NA,Ayutla de los Libres,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Ayutla,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huerta juana gomez,
NA,Huexoapa,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huexoapa,
NA,Huixtepec,NA,Ometepec,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa este,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huixtepec,
NA,Icayuco,NA,Santa Lucía Monteverde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Lucía Monteverde,sasau,[sasau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,icayuco,
NA,Ignacio Allende las Huertas,NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ignacio allende las huertas,
NA,Ignacio Zaragoza,NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ignacio zaragoza,
NA,Ignacio Zaragoza,NA,San Miguel El Grande,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ignacio zaragoza,
NA,Ignacio Zaragoza,NA,Magdalena Peñasco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ignacio zaragoza,
NA,Igualapa,NA,Igualapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Igualapa,tu’un Isasi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,igualapa,
NA,Igualita,NA,Xalpatláhuac,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del norte central,jnu’un sábi̠,[hnũʔũ sa˦βi˨],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,igualita,
NA,Iliatenco,NA,Malinaltepec,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central de Guerrero,tno’on savi ~ tu’un savi,[tõʔõ saβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iliatenco,
NA,Imperio,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imperio,
NA,Imperio Dos,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imperio dos,
NA,Independencia,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,independencia,
NA,Independencia,NA,Chalcatongo de Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,independencia,
NA,Independencia,NA,San Esteban Atatlahuca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur medio,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,independencia,
NA,Independencia,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,independencia,
NA,Infiernillo (Infiernillo San Francisco),NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,infiernillo (infiernillo san francisco),
NA,Ino-Itun,NA,Santa María Yucuhiti,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ino-itun,
NA,Isidro Pérez Hernández,NA,Santa Ana Cuauhtémoc,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,isidro perez hernandez,
NA,Ithia Thiehe,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ithia thiehe,
NA,Itia Mini Ñuun [Itia Mini Ñuu’un],NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itia mini nuun [itia mini nuu'un],
NA,Itia Nivehe Xahaxiqui,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itia nivehe xahaxiqui,
NA,Itia Thio,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itia thio,
NA,Itia Zuti,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itia zuti,
NA,Itia-Ndichikoo,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itia-ndichikoo,
NA,Itundeta,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itundeta,
NA,Ituñuun,NA,San Miguel Chicahua,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,itunuun,
NA,Iturbide,NA,Chalcatongo de Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iturbide,
NA,Iturbide,NA,San Miguel El Grande,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iturbide,
NA,Iturbide,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iturbide,
NA,Ituxium,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ituxium,
NA,Ixcateopan,NA,Alpoyeca,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del norte,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ixcateopan,
NA,Ixcuinatoyac,NA,Alcozáuca de Guerrero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del noreste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ixcuinatoyac,
NA,Jaa Tindu Ñusiqui (Al Pie del Cerro Tindu),NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jaa tindu nusiqui (al pie del cerro tindu),
NA,Jaa Yucatayua (Pie de la Barranca de Hielo),NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jaa yucatayua (pie de la barranca de hielo),
NA,Jacuchi,NA,San Bartolomé Yucuañe,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sureste central,tnu’u savi,[tnuʔu saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jacuchi,
NA,Jadero Nopalera,NA,Santa Lucía Monteverde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Lucía Monteverde,sasau,[sasau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jadero nopalera,
NA,Jalapa,NA,Cuautepec,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jalapa,
NA,Jardines del Pedregal (El Terán),NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jardines del pedregal (el teran),
NA,Jataitno,NA,San Bartolo Soyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jataitno,
NA,Jatoto,NA,San Juan Teita,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Teita,dañudavi,[da?udaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jatoto,
NA,Jayuco,NA,Santa Cruz Nundaco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jayuco,
NA,Jayucu,NA,San Miguel El Grande,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jayucu,
NA,Jayucunino,NA,San Antonio Sinicahua,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Sinicahua,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jayucunino,
NA,Jazmín Morelos,NA,Santiago Apoala,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jazmin morelos,
NA,Jesús de Nazaret,NA,Villa de Tututepec de Melchor Ocampo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Villa de Tututepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jesus de nazaret,
NA,Jicamaltepec (El Mango),NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jicamaltepec (el mango),
NA,Jicamaltepec (Jicamaltepec de la Montaña),NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jicamaltepec (jicamaltepec de la montana),
NA,Jicayan de Tovar,NA,Tlacoachistlahuaca,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Tlacoachistlahuaca,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jicayan de tovar,
NA,Jilotepec,NA,Xalpatláhuac,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero central alto,tno̱’on sávi̱,[tnõʔõ saβi˨],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jilotepec,
NA,Jolotichan,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jolotichan,
NA,Joluxtla (San Juan Joluxtla),NA,Cosoltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joluxtla (san juan joluxtla),
NA,José Hernández Zárate,NA,Santa María Texcatitlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada bajo,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jose hernandez zarate,
NA,José María Morelos (Poza Verde),NA,Santa María Huazolotitlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa María Huazolotitlán,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jose maria morelos (poza verde),
NA,José Miguel Fuentes,NA,Santiago Pinotepa Nacional,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jose miguel fuentes,
NA,Joya de Cangrejo,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de cangrejo,
NA,Joya de Corral,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de corral,
NA,Joya de Espina Blanca,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de espina blanca,
NA,Joya de Infierno (Ladera del Infierno),NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de infierno (ladera del infierno),
NA,Joya de Mazorca,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de mazorca,
NA,Joya de Platanal,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de platanal,
NA,Joya de San Nicolás (Yuñu),NA,Santa Catarina Yosonotú,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosonotú,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya de san nicolas (yunu),
NA,Joya del Paredón Viejo (Ladera de Tambor),NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya del paredon viejo (ladera de tambor),
NA,Joya Durazno (San José Joya Durazno),NA,Cuyamecalco Villa de Zaragoza,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya durazno (san jose joya durazno),
NA,Joya Grande,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya grande,
NA,Joya Ladera de Plaza,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya ladera de plaza,
NA,Joya Real,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joya real,
NA,Juan Cristóbal (Rancho El Arbolito),NA,Igualapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Igualapa,tu’un Isasi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juan cristobal (rancho el arbolito),
NA,Juan R. Escudero,NA,Juan R. Escudero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa occidental,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juan r. escudero,
